image_id,ann_id,bbox_iou,reasoning_fail,reasoning_len_chars,reasoning_len_words,pred_bboxes_count
2685_12876,12876,0.940114,0,493,85,4
463_21940,21940,0.000000,0,442,74,4
806_23835,23835,0.963803,0,500,87,4
176_21586,21586,0.062199,0,524,85,4
774_23634,23634,0.000000,1,0,0,0
1496_26871,26871,0.000000,0,702,127,4
903_24605,24605,0.319698,0,589,94,4
4491_16403,16403,0.442854,0,704,118,4
4641_16772,16772,0.000000,0,535,91,4
4065_15397,15397,0.995444,0,661,110,4
2385_12421,12421,0.949412,0,577,94,4
16_2148,2148,0.172244,0,481,83,4
1881_11356,11356,0.734628,0,407,71,4
806_23837,23837,0.192278,0,438,77,4
4497_16420,16420,0.961250,0,445,70,4
1156_25877,25877,0.383025,0,528,92,4
1155_13,13,0.328759,0,345,64,4
3573_14394,14394,0.888772,0,472,75,4
1977_11559,11559,0.280691,0,576,91,4
208_21874,21874,0.099160,0,668,112,4
766_23569,23569,0.948134,0,423,76,4
831_24019,24019,0.079823,0,458,77,4
1116_25558,25558,0.046411,0,363,66,4
2277_12186,12186,0.000000,0,419,73,4
3087_13520,13520,0.000000,1,0,0,0
1196_26262,26262,0.000000,0,531,87,4
710_23074,23074,0.000000,0,386,70,4
1036_24803,24803,0.000000,0,408,71,4
72_2647,2647,0.033277,0,508,89,4
152_21372,21372,0.042755,0,685,118,4
1212_26409,26409,0.041412,0,471,84,4
814_23896,23896,0.027326,0,461,79,4
1084_25244,25244,0.000000,0,686,121,4
1028_24694,24694,0.718331,0,568,100,4
1044_24896,24896,0.219206,0,519,92,4
1425_1613,1613,0.000000,0,484,85,4
4281_15856,15856,0.239658,0,565,95,4
2145_11907,11907,0.945568,0,565,101,4
1711_27667,27667,0.094541,0,620,104,4
1560_27417,27417,0.002384,0,479,87,4
1180_26092,26092,0.030258,0,473,77,4
4083_15431,15431,0.973460,0,548,92,4
1092_25312,25312,0.162696,0,549,99,4
503_22287,22287,0.000000,0,424,72,4
4173_15630,15630,0.150281,0,399,69,4
559_22775,22775,0.285835,0,457,78,4
1893_11386,11386,0.260052,0,299,52,4
4497_16422,16422,0.000000,0,471,80,4
1560_27411,27411,0.000000,0,455,84,4
2883_13232,13232,0.896447,0,506,89,4
1737_11051,11051,0.875500,0,464,80,4
80_2735,2735,0.000000,0,481,77,4
3897_15062,15062,0.000000,0,475,85,4
503_22291,22291,0.003474,0,684,128,4
1084_25242,25242,0.051844,0,878,156,4
1116_25552,25552,0.000000,0,497,88,4
1233_1185,1185,0.000000,0,619,104,4
487_22146,22146,0.000000,0,1288,221,4
3039_13425,13425,0.938789,0,580,101,4
1755_11086,11086,0.000000,0,537,91,4
2757_13034,13034,0.000000,1,0,0,0
895_24538,24538,0.962995,0,556,95,4
1695_27521,27521,0.446171,0,418,73,4
2781_13079,13079,0.850409,0,472,87,4
1203_1118,1118,0.161139,0,652,109,4
1779_11142,11142,0.735358,0,688,102,4
694_22951,22951,0.225163,0,538,93,4
1935_11474,11474,0.952381,0,437,82,4
1479_1683,1683,0.924466,0,545,98,4
1941_11483,11483,0.806499,0,449,79,4
3825_14900,14900,0.778148,0,357,61,4
1496_26873,26873,0.000000,0,702,127,4
742_23393,23393,0.521295,0,520,89,4
3825_14902,14902,0.761164,0,573,112,4
1528_27177,27177,0.023046,0,486,77,4
3597_14439,14439,0.886154,0,486,93,4
2517_12625,12625,0.963385,0,598,100,4
1528_27175,27175,0.000000,0,640,110,4
879_24415,24415,0.159199,0,366,64,4
527_22524,22524,0.000000,1,0,0,0
1520_27081,27081,0.068229,0,564,96,4
1172_26028,26028,0.586952,0,546,91,4
4107_15490,15490,0.708404,0,520,85,4
112_21000,21000,0.121767,0,509,84,4
3651_14544,14544,0.000000,0,475,80,4
527_22534,22534,0.000000,0,480,80,4
3843_14943,14943,0.963887,0,428,77,4
4347_16002,16002,0.714183,0,360,67,4
3129_13620,13620,0.761155,0,595,101,4
8_265,265,0.160049,0,460,78,4
1161_120,120,0.744727,0,535,93,4
3207_13761,13761,0.835227,0,518,88,4
4005_15257,15257,0.021860,0,418,74,4
2361_12374,12374,0.924242,0,473,85,4
24_2208,2208,0.125528,0,533,91,4
3873_15003,15003,0.984812,0,534,91,4
678_22827,22827,0.000000,0,452,77,4
495_22210,22210,0.565934,0,490,83,4
4131_15546,15546,0.937862,0,355,63,4
1036_24805,24805,0.056852,0,612,104,4
4203_15704,15704,0.000000,1,0,0,0
3459_14167,14167,0.968801,0,479,80,4
1220_26470,26470,0.042134,0,531,94,4
4611_16726,16726,0.000000,1,0,0,0
750_23490,23490,0.022427,0,701,117,4
192_21751,21751,0.919501,0,556,91,4
1148_25806,25806,0.022708,0,516,84,4
208_21876,21876,0.007495,0,794,133,4
4047_15361,15361,0.976086,0,460,81,4
519_22446,22446,0.267562,0,461,79,4
1536_27248,27248,0.000000,0,701,118,4
2151_11919,11919,0.958610,0,504,92,4
1228_26534,26534,0.063650,0,460,78,4
471_22008,22008,0.033120,0,620,115,4
895_24540,24540,0.040469,0,450,79,4
160_21447,21447,0.236525,0,678,115,4
3051_13448,13448,0.580078,0,421,74,4
2643_12781,12781,0.310811,0,506,87,4
88_2797,2797,0.014534,0,505,91,4
1536_27250,27250,0.293283,0,609,108,4
814_23894,23894,0.461493,0,461,79,4
1220_26464,26464,0.000000,0,699,123,4
2283_12203,12203,0.928557,0,541,95,4
4545_16557,16557,0.824249,0,438,81,4
1496_26875,26875,0.000000,0,702,127,4
543_22640,22640,0.100008,0,657,108,4
1204_26329,26329,0.640873,0,437,67,4
2049_11702,11702,0.734082,0,435,79,4
2559_12686,12686,0.791289,0,499,88,4
718_23164,23164,0.223370,0,550,100,4
1180_26090,26090,0.653057,0,558,96,4
72_2641,2641,0.019198,0,718,122,4
2619_12745,12745,0.688723,0,398,71,4
4635_16761,16761,0.051761,0,398,71,4
4659_16800,16800,0.000000,0,432,76,4
2703_12912,12912,0.022295,0,473,86,4
519_22442,22442,0.000000,0,530,90,4
144_21291,21291,0.690146,0,653,105,4
1156_25879,25879,0.000000,0,443,76,4
1989_11588,11588,0.000000,0,475,86,4
702_23006,23006,0.692461,0,394,65,4
1036_24801,24801,0.000000,0,612,105,4
1528_27167,27167,0.847257,0,483,82,4
798_23777,23777,0.024262,0,660,117,4
160_21445,21445,0.624050,0,519,87,4
4359_16024,16024,0.879518,0,452,79,4
2925_13291,13291,0.000000,0,625,105,4
798_23779,23779,0.000000,0,660,117,4
831_24011,24011,0.748567,0,515,93,4
3933_15135,15135,0.019616,0,432,76,4
3801_14836,14836,0.889954,0,352,66,4
3927_15123,15123,0.000000,0,814,140,4
3975_15195,15195,0.000000,0,488,83,4
471_22004,22004,0.000000,1,0,0,0
3309_13889,13889,0.900409,0,418,69,4
3867_14991,14991,0.807074,0,371,65,4
3759_14757,14757,0.861244,0,537,95,4
4647_16783,16783,0.000000,0,376,65,4
3105_13556,13556,0.938453,0,546,91,4
4233_15761,15761,0.868362,0,669,112,4
4341_15991,15991,0.894203,0,635,109,4
495_22214,22214,0.000000,0,600,102,4
1299_1325,1325,0.284026,0,819,149,4
2655_12816,12816,0.000000,0,582,100,4
2031_11664,11664,0.000000,0,421,74,4
1076_25171,25171,0.000000,0,512,91,4
1084_25240,25240,0.000000,0,686,121,4
1329_1397,1397,0.962895,0,654,118,4
72_2639,2639,0.000000,0,895,148,4
1641_1898,1898,0.703804,0,480,86,4
1044_24892,24892,0.980396,0,525,89,4
3855_14967,14967,0.869395,0,529,92,4
3507_14276,14276,0.923293,0,419,69,4
4515_16476,16476,0.017161,0,639,112,4
1504_26936,26936,0.000000,0,422,71,4
766_23573,23573,0.000000,0,509,88,4
511_22354,22354,0.783297,0,677,118,4
551_22705,22705,0.000000,0,631,106,4
814_23892,23892,0.000000,0,461,79,4
519_22438,22438,0.000000,0,782,126,4
72_2643,2643,0.085593,0,895,148,4
4179_15647,15647,0.563847,0,913,155,4
2673_12852,12852,0.951343,0,470,82,4
4029_15319,15319,0.736445,0,404,69,4
4149_15582,15582,0.952934,0,507,82,4
2403_12456,12456,0.062973,0,791,139,4
1068_25091,25091,0.000000,0,544,94,4
1803_11197,11197,0.762123,0,504,87,4
3555_14358,14358,0.777620,0,473,80,4
1725_11028,11028,0.973477,0,452,78,4
8_271,271,0.098204,0,527,92,4
1488_26798,26798,0.950198,0,537,98,4
535_22581,22581,0.000000,0,885,155,4
2211_12031,12031,0.000000,0,590,102,4
112_21004,21004,0.329106,0,867,143,4
3891_15045,15045,0.026971,0,475,80,4
2871_13220,13220,0.866422,0,518,90,4
2019_11643,11643,0.000174,0,496,89,4
2271_12170,12170,0.000000,0,415,72,4
3297_13863,13863,0.828000,0,722,125,4
32_2273,2273,0.000000,0,487,87,4
3303_13877,13877,0.000000,0,396,71,4
2481_12588,12588,0.937966,0,529,88,4
3387_14015,14015,0.162648,0,476,86,4
152_21370,21370,0.939743,0,684,119,4
32_2277,2277,0.000000,0,487,87,4
1687_27459,27459,0.941001,0,468,84,4
3165_13689,13689,0.214383,0,408,71,4
4521_16495,16495,0.881088,0,534,85,4
4221_15738,15738,0.777778,0,618,115,4
4383_16071,16071,0.000000,0,494,82,4
847_24169,24169,0.006659,0,540,90,4
559_22773,22773,0.003254,0,496,82,4
1227_1166,1166,0.952303,0,522,87,4
1371_1486,1486,0.924852,0,390,67,4
2595_12722,12722,0.864851,0,512,85,4
4425_16214,16214,0.710916,0,496,82,4
1953_11507,11507,0.000000,0,632,111,4
1413_1580,1580,0.967251,0,592,98,4
487_22144,22144,0.517021,0,502,85,4
1995_11600,11600,0.000000,0,441,80,4
4209_15714,15714,0.789117,0,752,139,4
3015_13399,13399,0.000000,0,441,77,4
2295_12231,12231,0.782945,0,491,77,4
3069_13484,13484,0.590604,0,431,70,4
1488_26804,26804,0.057520,0,386,66,4
1727_27809,27809,0.000000,0,502,83,4
3537_14322,14322,0.746605,0,538,94,4
847_24171,24171,0.000000,0,725,125,4
3771_14783,14783,0.000000,1,0,0,0
1275_1277,1277,0.471870,0,534,97,4
1687_27461,27461,0.001787,0,558,94,4
4581_16660,16660,0.840909,0,495,91,4
511_22358,22358,0.000000,0,735,122,4
710_23070,23070,0.063783,0,386,70,4
1528_27171,27171,0.000000,0,483,82,4
2649_12799,12799,0.935638,0,342,64,4
1100_25397,25397,0.000000,0,524,90,4
200_21817,21817,0.283107,0,406,75,4
1100_25391,25391,0.000000,0,499,84,4
8_267,267,0.000000,0,435,71,4
1552_27363,27363,0.008539,0,550,95,4
2103_11808,11808,0.918734,0,424,75,4
2493_12601,12601,0.905132,0,586,101,4
2091_11784,11784,0.896082,0,644,111,4
4569_16627,16627,0.441291,0,525,91,4
2247_12112,12112,0.000000,0,471,81,4
2457_12554,12554,0.735476,0,477,80,4
1167_137,137,0.248160,0,464,79,4
4419_16194,16194,0.000000,0,906,153,4
1209_1130,1130,0.508650,0,498,88,4
1076_25175,25175,0.000000,0,435,78,4
4629_16752,16752,0.891247,0,560,104,4
1485_1693,1693,0.000000,1,0,0,0
4197_15692,15692,0.644004,0,534,88,4
519_22440,22440,0.131861,0,412,70,4
3351_13946,13946,0.054421,0,595,107,4
2121_11842,11842,0.969462,0,489,81,4
823_23954,23954,0.000000,0,999,165,4
4143_15570,15570,0.957655,0,401,72,4
1028_24700,24700,0.000000,0,597,106,4
2415_12480,12480,0.848739,0,515,85,4
2535_12652,12652,0.000000,1,0,0,0
4299_15908,15908,0.941060,0,395,64,4
726_23227,23227,0.000000,0,506,87,4
1695_27523,27523,0.008313,0,396,67,4
3393_14027,14027,0.961511,0,669,113,4
144_21289,21289,0.977140,0,797,143,4
56_2498,2498,0.198754,0,499,81,4
3333_13922,13922,0.644951,0,565,100,4
1257_1241,1241,0.970113,0,580,102,4
2421_12492,12492,0.937255,0,412,73,4
718_23162,23162,0.000000,0,416,70,4
871_24346,24346,0.510184,0,643,103,4
4335_15979,15979,0.867934,0,441,76,4
4599_16702,16702,0.969511,0,534,87,4
4125_15534,15534,0.803605,0,622,106,4
2085_11772,11772,0.901530,0,761,125,4
56_2506,2506,0.088950,0,616,101,4
2571_12698,12698,0.831692,0,609,101,4
1419_1597,1597,0.963187,0,575,97,4
1172_26032,26032,0.038911,0,795,134,4
3753_14745,14745,0.981481,0,383,70,4
1052_24949,24949,0.000000,0,477,80,4
1711_27665,27665,0.636183,0,620,104,4
3117_13586,13586,0.000000,0,534,91,4
2139_11893,11893,0.522768,0,749,123,4
3627_14494,14494,0.000000,0,393,70,4
4227_15750,15750,0.808989,0,762,143,4
72_2645,2645,0.000000,0,499,86,4
879_24409,24409,0.925496,0,542,89,4
3093_13532,13532,0.944035,0,425,72,4
1108_25484,25484,0.094376,0,454,81,4
4461_16322,16322,0.961857,0,588,95,4
726_23229,23229,0.000000,0,477,83,4
72_2637,2637,0.000000,0,895,148,4
8_263,263,0.527065,0,460,78,4
1076_25177,25177,0.000000,0,502,87,4
1971_11543,11543,0.906367,0,404,69,4
1899_11403,11403,0.949221,0,495,86,4
3099_13544,13544,0.975734,0,566,92,4
3345_13934,13934,0.913826,0,592,106,4
3225_13793,13793,0.000000,0,613,99,4
2811_13134,13134,0.889314,0,478,82,4
4437_16248,16248,0.952945,0,379,66,4
3501_14264,14264,0.622719,0,447,76,4
839_24093,24093,0.353160,0,416,67,4
4515_16478,16478,0.000000,0,632,113,4
831_24015,24015,0.443718,0,403,72,4
1084_25238,25238,0.000000,0,686,121,4
535_22583,22583,0.000000,0,601,98,4
144_21295,21295,0.021246,0,531,89,4
1929_11462,11462,0.742424,0,477,85,4
1188_26185,26185,0.143550,0,458,77,4
1092_25308,25308,0.742807,0,514,85,4
2193_11993,11993,0.981839,0,644,110,4
790_23733,23733,0.323246,0,713,124,4
1353_1452,1452,0.120409,0,338,62,4
4437_16250,16250,0.984293,0,656,110,4
1515_1733,1733,0.017397,0,447,78,4
3045_13436,13436,0.069743,0,512,96,4
4587_16676,16676,0.000000,0,636,105,4
4605_16714,16714,0.741096,0,572,96,4
1221_1154,1154,0.551939,0,837,139,4
2271_12168,12168,0.970207,0,757,137,4
1251_1229,1229,0.979257,0,524,93,4
4263_15820,15820,0.831148,0,688,115,4
2043_11690,11690,0.766667,0,468,87,4
1785_11161,11161,0.000000,0,489,81,4
774_23636,23636,0.000000,1,0,0,0
551_22703,22703,0.336558,0,519,87,4
2919_13279,13279,0.000000,0,452,71,4
200_21811,21811,0.067744,0,560,100,4
128_21159,21159,0.211129,0,465,80,4
4323_15955,15955,0.058396,0,592,108,4
4413_16170,16170,0.000000,0,512,93,4
1905_11418,11418,0.311688,0,571,93,4
1124_25632,25632,0.061357,0,518,82,4
543_22638,22638,0.000000,0,587,97,4
2847_13196,13196,0.000000,0,589,100,4
64_2568,2568,0.000000,1,0,0,0
2727_12978,12978,0.600466,0,576,100,4
782_23691,23691,0.961220,0,736,121,4
1677_1949,1949,0.843455,0,572,94,4
3693_14642,14642,0.000000,0,676,114,4
2649_12797,12797,0.498860,0,433,78,4
3183_13722,13722,0.931705,0,542,96,4
4191_15680,15680,0.882995,0,543,94,4
750_23484,23484,0.000000,0,701,117,4
895_24542,24542,0.049137,0,450,79,4
1164_25958,25958,0.000000,0,494,85,4
80_2737,2737,0.000000,0,516,89,4
4317_15943,15943,0.963409,0,545,94,4
1341_1425,1425,0.831286,0,540,102,4
2793_13100,13100,0.783505,0,685,118,4
2439_12528,12528,0.000000,1,0,0,0
782_23697,23697,0.410279,0,582,107,4
3585_14418,14418,0.967244,0,574,100,4
1449_1646,1646,0.866611,0,434,74,4
1068_25085,25085,0.000000,0,660,113,4
694_22947,22947,0.000000,0,561,96,4
2667_12840,12840,0.950884,0,438,75,4
1713_11004,11004,0.981481,0,593,104,4
3411_14071,14071,0.636473,0,535,89,4
3741_14721,14721,0.869298,0,915,176,4
1196_26260,26260,0.000000,0,479,81,4
1464_26595,26595,0.000000,0,709,120,4
2529_12640,12640,0.967735,0,604,97,4
1076_25173,25173,0.000000,0,636,113,4
495_22216,22216,0.000000,0,600,102,4
3429_14107,14107,0.902019,0,434,71,4
2721_12960,12960,0.626884,0,617,99,4
4365_16036,16036,0.652406,0,907,153,4
3447_14143,14143,0.921459,0,569,94,4
1965_11530,11530,0.000000,0,512,85,4
1703_27586,27586,0.000000,0,420,71,4
4461_16320,16320,0.000000,1,0,0,0
535_22585,22585,0.313323,0,391,67,4
2307_12255,12255,0.000000,0,415,77,4
2127_11859,11859,0.000000,0,534,86,4
1197_1106,1106,0.000000,1,0,0,0
1228_26538,26538,0.000000,0,501,85,4
1605_1863,1863,0.684599,0,420,71,4
734_23303,23303,0.000000,0,531,87,4
2721_12962,12962,0.019460,0,554,96,4
871_24348,24348,0.131676,0,643,103,4
4095_15457,15457,0.000000,0,355,61,4
16_2138,2138,0.174335,0,519,90,4
4473_16355,16355,0.339558,0,619,109,4
112_2998,2998,0.000000,0,867,143,4
1539_1770,1770,0.917510,0,542,88,4
3711_14682,14682,0.929324,0,427,71,4
3999_15245,15245,0.039494,0,455,79,4
80_2731,2731,0.485468,0,412,70,4
1719_27733,27733,0.000000,1,0,0,0
1521_1747,1747,0.284202,0,511,83,4
3819_14883,14883,0.240360,0,411,73,4
1671_1941,1941,0.000000,1,0,0,0
3849_14955,14955,0.964874,0,485,86,4
2985_13352,13352,0.705691,0,547,93,4
3063_13472,13472,0.602033,0,533,94,4
1809_11207,11207,0.750776,0,582,99,4
3657_14561,14561,0.001329,0,432,76,4
3675_14600,14600,0.745763,0,445,84,4
1196_26266,26266,0.000000,0,709,121,4
4287_15872,15872,0.952873,0,524,92,4
184_21656,21656,0.845805,0,1271,220,4
1544_27309,27309,0.000000,0,1123,193,4
1028_24692,24692,0.000000,1,0,0,0
1767_11108,11108,0.934391,0,455,82,4
1383_1510,1510,0.975101,0,377,68,4
3369_13979,13979,0.954578,0,449,80,4
3945_15157,15157,0.000000,0,888,146,4
4167_15618,15618,0.148282,0,1014,173,4
479_22082,22082,0.057587,0,638,109,4
2241_12093,12093,0.005751,0,455,80,4
1560_27415,27415,0.981282,0,559,92,4
4557_16589,16589,0.067131,0,522,95,4
559_22771,22771,0.287792,0,359,63,4
4467_16339,16339,0.000000,0,611,115,4
4509_16460,16460,0.000000,0,624,107,4
2823_13155,13155,0.800880,0,561,98,4
3993_15233,15233,0.083509,0,524,93,4
1455_1653,1653,0.087093,0,433,78,4
2829_13166,13166,0.961137,0,900,148,4
1727_27807,27807,0.004034,0,509,84,4
1520_27073,27073,0.933360,0,675,117,4
16_2144,2144,0.000000,0,741,123,4
4539_16541,16541,0.000000,0,462,81,4
1504_26930,26930,0.974651,0,565,96,4
1743_27964,27964,0.105573,0,458,80,4
