image_id,ann_id,bbox_iou,reasoning_fail,reasoning_len_chars,reasoning_len_words,pred_bboxes_count
2685_12876,12876,0.940128,0,401,68,4
463_21940,21940,0.000000,0,551,88,4
806_23835,23835,0.962694,0,697,116,4
176_21586,21586,0.061958,0,488,79,4
774_23634,23634,0.112491,0,432,74,4
1496_26871,26871,0.000000,0,572,90,4
903_24605,24605,0.319698,0,655,110,4
4491_16403,16403,0.442854,0,506,91,4
4641_16772,16772,0.000000,0,530,88,4
4065_15397,15397,0.965715,0,591,93,4
2385_12421,12421,0.947213,0,430,73,4
16_2148,2148,0.171559,0,381,62,4
1881_11356,11356,0.734628,0,510,83,4
806_23837,23837,0.000000,0,368,64,4
4497_16420,16420,0.961250,0,527,84,4
1156_25877,25877,0.383025,0,399,68,4
1155_13,13,0.337449,0,340,63,4
3573_14394,14394,0.888772,0,463,82,4
1977_11559,11559,0.281016,0,503,77,4
208_21874,21874,0.099444,0,521,84,4
766_23569,23569,0.952453,0,378,65,4
831_24019,24019,0.080113,0,442,75,4
1116_25558,25558,0.046411,0,336,60,4
2277_12186,12186,0.000000,0,297,54,4
3087_13520,13520,0.865418,0,505,83,4
1196_26262,26262,0.000000,0,490,79,4
710_23074,23074,0.000000,0,452,75,4
1036_24803,24803,0.000000,0,393,65,4
72_2647,2647,0.033746,0,423,69,4
152_21372,21372,0.044467,0,568,92,4
1212_26409,26409,0.041412,0,457,76,4
814_23896,23896,0.027326,0,447,76,4
1084_25244,25244,0.000000,0,475,77,4
1028_24694,24694,0.699737,0,559,101,4
1044_24896,24896,0.219657,0,473,78,4
1425_1613,1613,0.000000,0,435,76,4
4281_15856,15856,0.239658,0,498,81,4
2145_11907,11907,0.945568,0,440,79,4
1711_27667,27667,0.094541,0,527,84,4
1560_27417,27417,0.002436,0,412,71,4
1180_26092,26092,0.030258,0,362,64,4
4083_15431,15431,0.973460,0,540,87,4
1092_25312,25312,0.123299,0,486,75,4
503_22287,22287,0.000000,0,700,117,4
4173_15630,15630,0.150281,0,434,71,4
559_22775,22775,0.286200,0,526,90,4
1893_11386,11386,0.260622,0,313,55,4
4497_16422,16422,0.000000,0,459,77,4
1560_27411,27411,0.000000,0,573,98,4
2883_13232,13232,0.825933,0,565,98,4
1737_11051,11051,0.865772,0,405,67,4
80_2735,2735,0.000000,0,617,101,4
3897_15062,15062,0.000000,0,530,94,4
503_22291,22291,0.003474,0,542,95,4
1084_25242,25242,0.051844,0,456,74,4
1116_25552,25552,0.000000,0,442,78,4
1233_1185,1185,0.000000,0,713,112,4
487_22146,22146,0.000000,0,629,101,4
3039_13425,13425,0.935696,0,474,85,4
1755_11086,11086,0.000000,0,454,76,4
2757_13034,13034,0.571621,0,443,75,4
895_24538,24538,0.962995,0,381,65,4
1695_27521,27521,0.435997,0,526,90,4
2781_13079,13079,0.850409,0,422,73,4
1203_1118,1118,0.162814,0,408,72,4
1779_11142,11142,0.739696,0,520,82,4
694_22951,22951,0.226443,0,439,70,4
1935_11474,11474,0.883721,0,378,70,4
1479_1683,1683,0.924466,0,454,79,4
1941_11483,11483,0.806499,0,338,59,4
3825_14900,14900,0.782201,0,353,63,4
1496_26873,26873,0.000000,0,572,90,4
742_23393,23393,0.521295,0,460,70,4
3825_14902,14902,0.766148,0,481,88,4
1528_27177,27177,0.023046,0,443,73,4
3597_14439,14439,0.886154,0,440,78,4
2517_12625,12625,0.967889,0,573,92,4
1528_27175,27175,0.000000,0,483,75,4
879_24415,24415,0.158187,0,294,51,4
527_22524,22524,0.832587,0,381,62,4
1520_27081,27081,0.054394,0,446,74,4
1172_26028,26028,0.582435,0,343,55,4
4107_15490,15490,0.723246,0,557,92,4
112_21000,21000,0.121767,0,464,77,4
3651_14544,14544,0.000000,0,658,109,4
527_22534,22534,0.000000,0,472,79,4
3843_14943,14943,0.963765,0,537,96,4
4347_16002,16002,0.705436,0,550,101,4
3129_13620,13620,0.761155,0,483,81,4
8_265,265,0.160049,0,561,88,4
1161_120,120,0.983298,0,409,74,4
3207_13761,13761,0.795455,0,410,71,4
4005_15257,15257,0.022644,0,392,71,4
2361_12374,12374,0.924242,0,422,73,4
24_2208,2208,0.123553,0,590,101,4
3873_15003,15003,0.984812,0,491,85,4
678_22827,22827,0.000000,0,402,71,4
495_22210,22210,0.564686,0,457,75,4
4131_15546,15546,0.939399,0,410,74,4
1036_24805,24805,0.056852,0,409,69,4
4203_15704,15704,0.718312,0,399,69,4
3459_14167,14167,0.974500,0,678,111,4
1220_26470,26470,0.042134,0,550,93,4
4611_16726,16726,0.910280,0,707,119,4
750_23490,23490,0.047470,0,555,97,4
192_21751,21751,0.906971,0,608,101,4
1148_25806,25806,0.022552,0,369,62,4
208_21876,21876,0.007495,0,427,69,4
4047_15361,15361,0.976086,0,379,69,4
519_22446,22446,0.025809,0,501,83,4
1536_27248,27248,0.000000,0,562,86,4
2151_11919,11919,0.958610,0,498,90,4
1228_26534,26534,0.063650,0,410,67,4
471_22008,22008,0.032892,0,401,71,4
895_24540,24540,0.040469,0,480,90,4
160_21447,21447,0.235690,0,473,73,4
3051_13448,13448,0.580078,0,465,88,4
2643_12781,12781,0.310811,0,458,76,4
88_2797,2797,0.014533,0,497,87,4
1536_27250,27250,0.291218,0,559,101,4
814_23894,23894,0.461493,0,447,76,4
1220_26464,26464,0.000000,0,524,82,4
2283_12203,12203,0.928557,0,360,63,4
4545_16557,16557,0.824249,0,345,63,4
1496_26875,26875,0.000000,0,572,90,4
543_22640,22640,0.099103,0,470,81,4
1204_26329,26329,0.495078,0,617,101,4
2049_11702,11702,0.734082,0,396,69,4
2559_12686,12686,0.791289,0,433,74,4
718_23164,23164,0.223370,0,383,70,4
1180_26090,26090,0.653057,0,608,96,4
72_2641,2641,0.019003,0,463,77,4
2619_12745,12745,0.688723,0,486,87,4
4635_16761,16761,0.000000,0,387,68,4
4659_16800,16800,0.000000,0,428,76,4
2703_12912,12912,0.019620,0,376,67,4
519_22442,22442,0.000000,0,393,64,4
144_21291,21291,0.683244,0,556,86,4
1156_25879,25879,0.000000,0,686,120,4
1989_11588,11588,0.000000,0,536,89,4
702_23006,23006,0.688335,0,454,74,4
1036_24801,24801,0.000000,0,395,65,4
1528_27167,27167,0.847257,0,525,88,4
798_23777,23777,0.024337,0,524,82,4
160_21445,21445,0.624050,0,540,87,4
4359_16024,16024,0.879518,0,495,86,4
2925_13291,13291,0.000000,0,699,117,4
798_23779,23779,0.000000,0,524,82,4
831_24011,24011,0.750059,0,481,82,4
3933_15135,15135,0.019259,0,324,60,4
3801_14836,14836,0.889954,0,364,68,4
3927_15123,15123,0.000000,0,508,91,4
3975_15195,15195,0.000000,0,427,75,4
471_22004,22004,0.000000,0,374,61,4
3309_13889,13889,0.926366,0,580,91,4
3867_14991,14991,0.807074,0,363,64,4
3759_14757,14757,0.825853,0,464,85,4
4647_16783,16783,0.000000,0,364,62,4
3105_13556,13556,0.938028,0,502,82,4
4233_15761,15761,0.868362,0,467,77,4
4341_15991,15991,0.892883,0,422,73,4
495_22214,22214,0.000000,0,555,90,4
1299_1325,1325,0.283288,0,473,82,4
2655_12816,12816,0.000000,0,468,79,4
2031_11664,11664,0.000000,0,545,100,4
1076_25171,25171,0.000000,0,450,81,4
1084_25240,25240,0.000000,0,475,77,4
1329_1397,1397,0.962895,0,345,61,4
72_2639,2639,0.000000,0,544,87,4
1641_1898,1898,0.703804,0,434,78,4
1044_24892,24892,0.976425,0,617,113,4
3855_14967,14967,0.869395,0,470,82,4
3507_14276,14276,0.923293,0,514,85,4
4515_16476,16476,0.017161,0,511,84,4
1504_26936,26936,0.000000,0,474,78,4
766_23573,23573,0.000000,0,578,98,4
511_22354,22354,0.784529,0,413,70,4
551_22705,22705,0.000000,0,462,77,4
814_23892,23892,0.000000,0,447,76,4
519_22438,22438,0.671817,0,507,80,4
72_2643,2643,0.084143,0,544,87,4
4179_15647,15647,0.552507,0,432,71,4
2673_12852,12852,0.969544,0,465,78,4
4029_15319,15319,0.728075,0,454,80,4
4149_15582,15582,0.952934,0,432,73,4
2403_12456,12456,0.061826,0,589,100,4
1068_25091,25091,0.000000,0,762,132,4
1803_11197,11197,0.762123,0,463,82,4
3555_14358,14358,0.773528,0,613,97,4
1725_11028,11028,0.974379,0,550,93,4
8_271,271,0.009637,0,381,62,4
1488_26798,26798,0.950198,0,548,90,4
535_22581,22581,0.000000,0,541,89,4
2211_12031,12031,0.000000,0,438,76,4
112_21004,21004,0.335530,0,551,87,4
3891_15045,15045,0.027417,0,545,88,4
2871_13220,13220,0.948938,0,456,77,4
2019_11643,11643,0.000174,0,388,70,4
2271_12170,12170,0.000000,0,329,58,4
3297_13863,13863,0.828000,0,584,98,4
32_2273,2273,0.000000,0,377,66,4
3303_13877,13877,0.000000,0,396,70,4
2481_12588,12588,0.862153,0,474,82,4
3387_14015,14015,0.162648,0,506,88,4
152_21370,21370,0.981615,0,449,72,4
32_2277,2277,0.000000,0,377,66,4
1687_27459,27459,0.941001,0,405,74,4
3165_13689,13689,0.214803,0,588,105,4
4521_16495,16495,0.875812,0,462,75,4
4221_15738,15738,0.753472,0,413,76,4
4383_16071,16071,0.000000,0,322,57,4
847_24169,24169,0.006744,0,647,108,4
559_22773,22773,0.002924,0,457,82,4
1227_1166,1166,0.964476,0,409,70,4
1371_1486,1486,0.924852,0,294,52,4
2595_12722,12722,0.864851,0,610,101,4
4425_16214,16214,0.710916,0,468,76,4
1953_11507,11507,0.000000,0,526,86,4
1413_1580,1580,0.975205,0,295,53,4
487_22144,22144,0.517021,0,531,86,4
1995_11600,11600,0.000000,0,556,102,4
4209_15714,15714,0.789117,0,415,72,4
3015_13399,13399,0.000000,0,400,72,4
2295_12231,12231,0.771680,0,445,70,4
3069_13484,13484,0.576419,0,580,99,4
1488_26804,26804,0.057520,0,577,94,4
1727_27809,27809,0.000000,0,621,100,4
3537_14322,14322,0.746605,0,600,103,4
847_24171,24171,0.000000,0,451,77,4
3771_14783,14783,0.000000,0,438,79,4
1275_1277,1277,0.471870,0,463,81,4
1687_27461,27461,0.001787,0,532,89,4
4581_16660,16660,0.840909,0,490,91,4
511_22358,22358,0.129274,0,418,69,4
710_23070,23070,0.000000,0,452,75,4
1528_27171,27171,0.000000,0,525,88,4
2649_12799,12799,0.919075,0,369,68,4
1100_25397,25397,0.000000,0,386,63,4
200_21817,21817,0.283107,0,405,73,4
1100_25391,25391,0.000000,0,365,60,4
8_267,267,0.000000,0,481,84,4
1552_27363,27363,0.007992,0,518,91,4
2103_11808,11808,0.918734,0,486,83,4
2493_12601,12601,0.913687,0,594,97,4
2091_11784,11784,0.870121,0,521,83,4
4569_16627,16627,0.035015,0,473,80,4
2247_12112,12112,0.000000,0,487,82,4
2457_12554,12554,0.731754,0,508,84,4
1167_137,137,0.247482,0,365,60,4
4419_16194,16194,0.000000,0,430,72,4
1209_1130,1130,0.500528,0,480,79,4
1076_25175,25175,0.000000,0,387,69,4
4629_16752,16752,0.859335,0,418,77,4
1485_1693,1693,0.206262,0,467,80,4
4197_15692,15692,0.661126,0,658,115,4
519_22440,22440,0.131861,0,459,77,4
3351_13946,13946,0.054421,0,463,85,4
2121_11842,11842,0.967821,0,528,88,4
823_23954,23954,0.000000,0,519,89,4
4143_15570,15570,0.957655,0,379,69,4
1028_24700,24700,0.000000,0,468,77,4
2415_12480,12480,0.848739,0,690,110,4
2535_12652,12652,0.949722,0,559,93,4
4299_15908,15908,0.941060,0,573,95,4
726_23227,23227,0.000000,0,492,87,4
1695_27523,27523,0.008313,0,512,87,4
3393_14027,14027,0.956020,0,443,78,4
144_21289,21289,0.975221,0,439,70,4
56_2498,2498,0.197420,0,713,113,4
3333_13922,13922,0.644951,0,485,81,4
1257_1241,1241,0.974994,0,559,99,4
2421_12492,12492,0.937255,0,483,86,4
718_23162,23162,0.000000,0,452,80,4
871_24346,24346,0.510184,0,634,101,4
4335_15979,15979,0.871197,0,591,98,4
4599_16702,16702,0.974495,0,528,88,4
4125_15534,15534,0.808586,0,505,87,4
2085_11772,11772,0.896737,0,541,90,4
56_2506,2506,0.088950,0,546,86,4
2571_12698,12698,0.831692,0,580,91,4
1419_1597,1597,0.976237,0,480,74,4
1172_26032,26032,0.038911,0,404,65,4
3753_14745,14745,0.981481,0,391,69,4
1052_24949,24949,0.332984,0,571,89,4
1711_27665,27665,0.636183,0,527,84,4
3117_13586,13586,0.000000,0,409,69,4
2139_11893,11893,0.522768,0,734,118,4
3627_14494,14494,0.000000,0,493,90,4
4227_15750,15750,0.808989,0,453,87,4
72_2645,2645,0.000000,0,539,86,4
879_24409,24409,0.925496,0,523,83,4
3093_13532,13532,0.896410,0,586,92,4
1108_25484,25484,0.015600,0,457,80,4
4461_16322,16322,0.951860,0,510,81,4
726_23229,23229,0.000000,0,602,102,4
72_2637,2637,0.000000,0,544,87,4
8_263,263,0.527065,0,561,88,4
1076_25177,25177,0.000000,0,497,87,4
1971_11543,11543,0.919133,0,373,63,4
1899_11403,11403,0.947179,0,356,63,4
3099_13544,13544,0.975734,0,448,73,4
3345_13934,13934,0.933691,0,480,90,4
3225_13793,13793,0.000000,0,421,70,4
2811_13134,13134,0.889314,0,528,95,4
4437_16248,16248,0.944533,0,513,87,4
3501_14264,14264,0.634717,0,415,73,4
839_24093,24093,0.353160,0,331,53,4
4515_16478,16478,0.000000,0,478,85,4
831_24015,24015,0.447304,0,698,113,4
1084_25238,25238,0.000000,0,475,77,4
535_22583,22583,0.000000,0,521,89,4
144_21295,21295,0.063209,0,506,88,4
1929_11462,11462,0.742424,0,477,86,4
1188_26185,26185,0.143025,0,374,65,4
1092_25308,25308,0.738145,0,464,77,4
2193_11993,11993,0.980137,0,528,87,4
790_23733,23733,0.324846,0,569,100,4
1353_1452,1452,0.117859,0,419,75,4
4437_16250,16250,0.984293,0,504,85,4
1515_1733,1733,0.018482,0,331,58,4
3045_13436,13436,0.069976,0,400,72,4
4587_16676,16676,0.000000,0,576,94,4
4605_16714,16714,0.742094,0,526,86,4
1221_1154,1154,0.551939,0,499,83,4
2271_12168,12168,0.983318,0,384,66,4
1251_1229,1229,0.979257,0,439,76,4
4263_15820,15820,0.828542,0,487,77,4
2043_11690,11690,0.809384,0,453,84,4
1785_11161,11161,0.000000,0,527,86,4
774_23636,23636,0.000000,0,432,74,4
551_22703,22703,0.336558,0,443,74,4
2919_13279,13279,0.000000,0,612,101,4
200_21811,21811,0.067744,0,564,100,4
128_21159,21159,0.215980,0,528,94,4
4323_15955,15955,0.000000,0,378,69,4
4413_16170,16170,0.000000,0,420,77,4
1905_11418,11418,0.311688,0,510,84,4
1124_25632,25632,0.060441,0,436,71,4
543_22638,22638,0.000000,0,550,90,4
2847_13196,13196,0.000000,0,499,87,4
64_2568,2568,0.000000,0,603,95,4
2727_12978,12978,0.607452,0,351,62,4
782_23691,23691,0.961220,0,720,122,4
1677_1949,1949,0.843455,0,414,71,4
3693_14642,14642,0.000000,0,547,87,4
2649_12797,12797,0.497214,0,422,73,4
3183_13722,13722,0.925144,0,460,79,4
4191_15680,15680,0.851555,0,440,76,4
750_23484,23484,0.000000,0,555,97,4
895_24542,24542,0.049137,0,480,90,4
1164_25958,25958,0.000000,0,499,87,4
80_2737,2737,0.000000,0,390,63,4
4317_15943,15943,0.978746,0,517,87,4
1341_1425,1425,0.831286,0,351,62,4
2793_13100,13100,0.794623,0,604,103,4
2439_12528,12528,0.835821,0,410,70,4
782_23697,23697,0.410279,0,561,97,4
3585_14418,14418,0.949581,0,522,88,4
1449_1646,1646,0.866611,0,430,73,4
1068_25085,25085,0.000000,0,449,78,4
694_22947,22947,0.000000,0,455,79,4
2667_12840,12840,0.954185,0,407,70,4
1713_11004,11004,0.972222,0,467,81,4
3411_14071,14071,0.636473,0,553,93,4
3741_14721,14721,0.854209,0,521,95,4
1196_26260,26260,0.000000,0,514,85,4
1464_26595,26595,0.000000,0,482,78,4
2529_12640,12640,0.967735,0,586,99,4
1076_25173,25173,0.000000,0,491,87,4
495_22216,22216,0.000000,0,555,90,4
3429_14107,14107,0.882601,0,534,86,4
2721_12960,12960,0.628324,0,525,78,4
4365_16036,16036,0.695187,0,383,68,4
3447_14143,14143,0.936564,0,594,94,4
1965_11530,11530,0.000000,0,569,93,4
1703_27586,27586,0.000000,0,437,72,4
4461_16320,16320,0.959354,0,524,88,4
535_22585,22585,0.328683,0,615,105,4
2307_12255,12255,0.000000,0,414,74,4
2127_11859,11859,0.000000,0,586,102,4
1197_1106,1106,0.111449,0,590,97,4
1228_26538,26538,0.000000,0,427,66,4
1605_1863,1863,0.693628,0,483,81,4
734_23303,23303,0.000000,0,606,95,4
2721_12962,12962,0.017173,0,422,65,4
871_24348,24348,0.131676,0,634,101,4
4095_15457,15457,0.000000,0,418,75,4
16_2138,2138,0.174335,0,393,67,4
4473_16355,16355,0.337991,0,410,75,4
112_2998,2998,0.000000,0,551,87,4
1539_1770,1770,0.917510,0,528,90,4
3711_14682,14682,0.926597,0,510,85,4
3999_15245,15245,0.039669,0,470,83,4
80_2731,2731,0.484803,0,437,74,4
1719_27733,27733,0.000000,0,385,67,4
1521_1747,1747,0.284202,0,477,76,4
3819_14883,14883,0.243496,0,361,65,4
1671_1941,1941,0.794765,0,625,100,4
3849_14955,14955,0.964874,0,550,96,4
2985_13352,13352,0.698592,0,433,73,4
3063_13472,13472,0.602033,0,458,75,4
1809_11207,11207,0.712564,0,500,80,4
3657_14561,14561,0.001294,0,351,63,4
3675_14600,14600,0.745763,0,321,60,4
1196_26266,26266,0.000000,0,508,82,4
4287_15872,15872,0.945020,0,442,72,4
184_21656,21656,0.869666,0,473,74,4
1544_27309,27309,0.000000,0,508,81,4
1028_24692,24692,0.009540,0,531,84,4
1767_11108,11108,0.921764,0,433,73,4
1383_1510,1510,0.975101,0,400,72,4
3369_13979,13979,0.954725,0,411,70,4
3945_15157,15157,0.000000,0,508,90,4
4167_15618,15618,0.151652,0,412,71,4
479_22082,22082,0.057587,0,510,88,4
2241_12093,12093,0.005925,0,320,57,4
1560_27415,27415,0.981282,0,604,102,4
4557_16589,16589,0.066031,0,350,62,4
559_22771,22771,0.288510,0,352,60,4
4467_16339,16339,0.000000,0,405,69,4
4509_16460,16460,0.000000,0,466,83,4
2823_13155,13155,0.789588,0,573,98,4
3993_15233,15233,0.083002,0,432,70,4
1455_1653,1653,0.087093,0,389,69,4
2829_13166,13166,0.961137,0,455,77,4
1727_27807,27807,0.004034,0,468,80,4
1520_27073,27073,0.899901,0,382,67,4
16_2144,2144,0.000000,0,432,76,4
4539_16541,16541,0.000000,0,440,80,4
1504_26930,26930,0.974651,0,546,88,4
1743_27964,27964,0.105403,0,492,77,4
